Id,SalePrice
1461,125343.41870416372
1462,154207.3220709647
1463,179471.18465311604
1464,180733.22011506517
1465,201543.0898698899
1466,182643.1099233531
1467,168991.61419555708
1468,175792.953520167
1469,190174.66669005022
1470,121932.64039153664
1471,202302.69602753955
1472,90627.76905219874
1473,95344.77944375694
1474,155264.1239249661
1475,152231.45709196897
1476,392435.4192495396
1477,251752.57219079178
1478,302949.83771981084
1479,253978.8867525318
1480,445077.66715913184
1481,306719.8328961732
1482,204168.81545376265
1483,172151.27349210324
1484,176514.32469896568
1485,172871.89979134515
1486,194587.90975835378
1487,328351.73571896955
1488,222043.76696923352
1489,205777.31128952876
1490,188550.8843766614
1491,193957.11005584526
1492,101102.28246805695
1493,174996.85566722046
1494,298100.0042797526
1495,294724.0542676381
1496,236524.34300480454
1497,187943.73405960805
1498,152536.21178092374
1499,154518.82315321686
1500,157076.04244101568
1501,174071.15912042974
1502,171110.59198303087
1503,290157.49107589474
1504,225899.7574158969
1505,213935.57582342598
1506,179670.1881009586
1507,216426.01423805597
1508,194356.02827043872
1509,163676.00924011113
1510,152840.7077462397
1511,156138.43936554814
1512,161741.1017959583
1513,149293.75687395388
1514,158041.3246520973
1515,175453.2852107856
1516,162350.11575432864
1517,149448.05640037637
1518,134828.25987424777
1519,227387.7423174685
1520,138789.17582211754
1521,146426.11119509302
1522,159807.10346714957
1523,117551.58151798348
1524,127187.81093678136
1525,122806.18371129854
1526,123534.65455156004
1527,102415.18281450309
1528,126032.28794118302
1529,146125.10246806493
1530,166053.52672212137
1531,122331.63874894417
1532,110771.50206212379
1533,145527.05651054424
1534,118154.39285634852
1535,151757.74587767594
1536,117510.18696671128
1537,74876.44482724041
1538,168019.63124181217
1539,213803.92453871903
1540,102848.87322060223
1541,143133.24823423105
1542,138970.73335886854
1543,212745.55925120812
1544,80687.2074313833
1545,95689.8644532316
1546,119512.7919516969
1547,133550.70783132204
1548,130729.41279998439
1549,109721.7367965809
1550,136743.85929265962
1551,117159.66440738387
1552,139989.21314382815
1553,138774.4677033525
1554,114097.36115015467
1555,165192.33032503424
1556,93896.7629910155
1557,125463.49729141034
1558,86551.50273837111
1559,102384.97630546211
1560,146860.9250999139
1561,143518.78820737626
1562,126735.78856801953
1563,121530.43819665741
1564,166610.2985491511
1565,153132.88919449435
1566,209537.64048557455
1567,81295.5910499586
1568,217004.72569385832
1569,132137.66493058606
1570,119219.002430489
1571,128163.71108683951
1572,144619.344360343
1573,235971.34471088086
1574,103825.90109643263
1575,211793.72380223832
1576,208639.19421063724
1577,205118.83905889318
1578,147387.24084632358
